CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000018,Hounslow,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,2532
E09000018,Hounslow,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,445
E09000018,Hounslow,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,110
E09000018,Hounslow,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,102
E09000018,Hounslow,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,313
E09000018,Hounslow,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1595
E09000018,Hounslow,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,205
E09000018,Hounslow,0,Owned: Owns outright,13,Other household types: With dependent children,1062
E09000018,Hounslow,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1455
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,501
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,4648
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,284
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2674
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,8410
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,2332
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1441
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,990
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,157
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,943
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,983
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,309
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2178
E09000018,Hounslow,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1658
E09000018,Hounslow,2,Rented: Social rented,-8,Does not apply,0
E09000018,Hounslow,2,Rented: Social rented,1,One-person household: Aged 66 years and over,2784
E09000018,Hounslow,2,Rented: Social rented,2,One-person household: Other,4393
E09000018,Hounslow,2,Rented: Social rented,3,Single family household: All aged 66 years and over,572
E09000018,Hounslow,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,785
E09000018,Hounslow,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,2668
E09000018,Hounslow,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1030
E09000018,Hounslow,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,336
E09000018,Hounslow,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,771
E09000018,Hounslow,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,209
E09000018,Hounslow,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,3879
E09000018,Hounslow,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,2409
E09000018,Hounslow,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,212
E09000018,Hounslow,2,Rented: Social rented,13,Other household types: With dependent children,935
E09000018,Hounslow,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",634
E09000018,Hounslow,3,Private rented or lives rent free,-8,Does not apply,0
E09000018,Hounslow,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,827
E09000018,Hounslow,3,Private rented or lives rent free,2,One-person household: Other,5504
E09000018,Hounslow,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,264
E09000018,Hounslow,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2480
E09000018,Hounslow,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,7438
E09000018,Hounslow,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,874
E09000018,Hounslow,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,2462
E09000018,Hounslow,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1142
E09000018,Hounslow,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,76
E09000018,Hounslow,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,2463
E09000018,Hounslow,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,762
E09000018,Hounslow,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,775
E09000018,Hounslow,3,Private rented or lives rent free,13,Other household types: With dependent children,3214
E09000018,Hounslow,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3791
E09000019,Islington,-8,Does not apply,-8,Does not apply,0
E09000019,Islington,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000019,Islington,-8,Does not apply,2,One-person household: Other,0
E09000019,Islington,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000019,Islington,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000019,Islington,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000019,Islington,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000019,Islington,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000019,Islington,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000019,Islington,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000019,Islington,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000019,Islington,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000019,Islington,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000019,Islington,-8,Does not apply,13,Other household types: With dependent children,0
E09000019,Islington,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000019,Islington,0,Owned: Owns outright,-8,Does not apply,0
E09000019,Islington,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,1998
E09000019,Islington,0,Owned: Owns outright,2,One-person household: Other,2612
E09000019,Islington,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,1083
E09000019,Islington,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1181
E09000019,Islington,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,861
E09000019,Islington,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,528
E09000019,Islington,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,790
E09000019,Islington,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,167
E09000019,Islington,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,31
E09000019,Islington,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,195
E09000019,Islington,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,485
E09000019,Islington,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,153
E09000019,Islington,0,Owned: Owns outright,13,Other household types: With dependent children,232
E09000019,Islington,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",835
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,276
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,4936
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,113
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,1996
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,3255
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,353
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,2349
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,774
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,46
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,486
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,289
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,203
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,255
E09000019,Islington,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",840
E09000019,Islington,2,Rented: Social rented,-8,Does not apply,0
E09000019,Islington,2,Rented: Social rented,1,One-person household: Aged 66 years and over,4830
E09000019,Islington,2,Rented: Social rented,2,One-person household: Other,10913
E09000019,Islington,2,Rented: Social rented,3,Single family household: All aged 66 years and over,884
E09000019,Islington,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,1262
E09000019,Islington,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,3239
E09000019,Islington,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1540
E09000019,Islington,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,841
E09000019,Islington,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,1065
E09000019,Islington,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,310
E09000019,Islington,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,6363
E09000019,Islington,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,4254
E09000019,Islington,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,561
E09000019,Islington,2,Rented: Social rented,13,Other household types: With dependent children,1353
E09000019,Islington,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1370
E09000019,Islington,3,Private rented or lives rent free,-8,Does not apply,0
E09000019,Islington,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,532
E09000019,Islington,3,Private rented or lives rent free,2,One-person household: Other,8698
E09000019,Islington,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,88
E09000019,Islington,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2250
E09000019,Islington,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,1543
E09000019,Islington,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,110
E09000019,Islington,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,6727
E09000019,Islington,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,424
E09000019,Islington,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,21
E09000019,Islington,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,779
E09000019,Islington,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,220
E09000019,Islington,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,918
E09000019,Islington,3,Private rented or lives rent free,13,Other household types: With dependent children,227
E09000019,Islington,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",7852
E09000020,Kensington and Chelsea,-8,Does not apply,-8,Does not apply,0
E09000020,Kensington and Chelsea,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000020,Kensington and Chelsea,-8,Does not apply,2,One-person household: Other,0
E09000020,Kensington and Chelsea,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000020,Kensington and Chelsea,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000020,Kensington and Chelsea,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000020,Kensington and Chelsea,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000020,Kensington and Chelsea,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000020,Kensington and Chelsea,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000020,Kensington and Chelsea,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000020,Kensington and Chelsea,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000020,Kensington and Chelsea,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000020,Kensington and Chelsea,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000020,Kensington and Chelsea,-8,Does not apply,13,Other household types: With dependent children,0
E09000020,Kensington and Chelsea,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000020,Kensington and Chelsea,0,Owned: Owns outright,-8,Does not apply,0
E09000020,Kensington and Chelsea,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,2926
E09000020,Kensington and Chelsea,0,Owned: Owns outright,2,One-person household: Other,3087
E09000020,Kensington and Chelsea,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,1454
E09000020,Kensington and Chelsea,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1185
E09000020,Kensington and Chelsea,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1096
E09000020,Kensington and Chelsea,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,598
E09000020,Kensington and Chelsea,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,523
E09000020,Kensington and Chelsea,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,101
E09000020,Kensington and Chelsea,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,30
E09000020,Kensington and Chelsea,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,314
E09000020,Kensington and Chelsea,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,515
E09000020,Kensington and Chelsea,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,216
E09000020,Kensington and Chelsea,0,Owned: Owns outright,13,Other household types: With dependent children,328
E09000020,Kensington and Chelsea,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",931
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,456
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,2551
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,205
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,1029
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,1883
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,399
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,485
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,143
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,12
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,338
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,239
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,116
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,287
E09000020,Kensington and Chelsea,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",423
E09000020,Kensington and Chelsea,2,Rented: Social rented,-8,Does not apply,0
E09000020,Kensington and Chelsea,2,Rented: Social rented,1,One-person household: Aged 66 years and over,3085
E09000020,Kensington and Chelsea,2,Rented: Social rented,2,One-person household: Other,5524
E09000020,Kensington and Chelsea,2,Rented: Social rented,3,Single family household: All aged 66 years and over,468
E09000020,Kensington and Chelsea,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,571
E09000020,Kensington and Chelsea,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,1243
E09000020,Kensington and Chelsea,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1047
E09000020,Kensington and Chelsea,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,315
E09000020,Kensington and Chelsea,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,324
E09000020,Kensington and Chelsea,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,125
E09000020,Kensington and Chelsea,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,1875
E09000020,Kensington and Chelsea,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,2038
E09000020,Kensington and Chelsea,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,233
E09000020,Kensington and Chelsea,2,Rented: Social rented,13,Other household types: With dependent children,873
E09000020,Kensington and Chelsea,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",709
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,-8,Does not apply,0
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1282
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,2,One-person household: Other,10322
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,264
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2631
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3054
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,368
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,2930
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,308
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,20
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,881
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,475
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,823
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,13,Other household types: With dependent children,575
E09000020,Kensington and Chelsea,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2654
E09000021,Kingston upon Thames,-8,Does not apply,-8,Does not apply,0
E09000021,Kingston upon Thames,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000021,Kingston upon Thames,-8,Does not apply,2,One-person household: Other,0
E09000021,Kingston upon Thames,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000021,Kingston upon Thames,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000021,Kingston upon Thames,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000021,Kingston upon Thames,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000021,Kingston upon Thames,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000021,Kingston upon Thames,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000021,Kingston upon Thames,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000021,Kingston upon Thames,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000021,Kingston upon Thames,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000021,Kingston upon Thames,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000021,Kingston upon Thames,-8,Does not apply,13,Other household types: With dependent children,0
E09000021,Kingston upon Thames,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000021,Kingston upon Thames,0,Owned: Owns outright,-8,Does not apply,0
E09000021,Kingston upon Thames,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,4750
E09000021,Kingston upon Thames,0,Owned: Owns outright,2,One-person household: Other,2060
E09000021,Kingston upon Thames,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,3658
E09000021,Kingston upon Thames,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2049
E09000021,Kingston upon Thames,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1187
E09000021,Kingston upon Thames,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,1814
E09000021,Kingston upon Thames,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,416
E09000021,Kingston upon Thames,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,129
E09000021,Kingston upon Thames,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,81
E09000021,Kingston upon Thames,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,217
E09000021,Kingston upon Thames,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,966
E09000021,Kingston upon Thames,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,105
E09000021,Kingston upon Thames,0,Owned: Owns outright,13,Other household types: With dependent children,330
E09000021,Kingston upon Thames,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",752
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,341
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,3043
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,254
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2343
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,8363
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,1610
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1727
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1043
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,132
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,766
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,544
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,142
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,798
E09000021,Kingston upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",773
E09000021,Kingston upon Thames,2,Rented: Social rented,-8,Does not apply,0
E09000021,Kingston upon Thames,2,Rented: Social rented,1,One-person household: Aged 66 years and over,1184
E09000021,Kingston upon Thames,2,Rented: Social rented,2,One-person household: Other,1616
E09000021,Kingston upon Thames,2,Rented: Social rented,3,Single family household: All aged 66 years and over,199
E09000021,Kingston upon Thames,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,250
E09000021,Kingston upon Thames,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,730
E09000021,Kingston upon Thames,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,297
E09000021,Kingston upon Thames,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,173
E09000021,Kingston upon Thames,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,291
E09000021,Kingston upon Thames,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,73
E09000021,Kingston upon Thames,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,1282
E09000021,Kingston upon Thames,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,624
E09000021,Kingston upon Thames,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,54
E09000021,Kingston upon Thames,2,Rented: Social rented,13,Other household types: With dependent children,248
E09000021,Kingston upon Thames,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",224
E09000021,Kingston upon Thames,3,Private rented or lives rent free,-8,Does not apply,0
E09000021,Kingston upon Thames,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,620
E09000021,Kingston upon Thames,3,Private rented or lives rent free,2,One-person household: Other,4103
E09000021,Kingston upon Thames,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,163
E09000021,Kingston upon Thames,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,1312
E09000021,Kingston upon Thames,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3352
E09000021,Kingston upon Thames,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,391
E09000021,Kingston upon Thames,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,2099
E09000021,Kingston upon Thames,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,690
E09000021,Kingston upon Thames,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,48
E09000021,Kingston upon Thames,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,1482
E09000021,Kingston upon Thames,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,452
E09000021,Kingston upon Thames,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,414
E09000021,Kingston upon Thames,3,Private rented or lives rent free,13,Other household types: With dependent children,717
E09000021,Kingston upon Thames,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2138
E09000022,Lambeth,-8,Does not apply,-8,Does not apply,0
E09000022,Lambeth,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000022,Lambeth,-8,Does not apply,2,One-person household: Other,0
E09000022,Lambeth,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000022,Lambeth,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000022,Lambeth,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
